Planning Area,Subzone,Age,Sex,Count
Bukit Merah,Alexandra Hill,76,Females,50
Bukit Merah,Alexandra Hill,77,Total,130
Bukit Merah,Alexandra Hill,77,Males,60
Bukit Merah,Alexandra Hill,77,Females,70
Bukit Merah,Alexandra Hill,78,Total,90
Bukit Merah,Alexandra Hill,78,Males,30
Bukit Merah,Alexandra Hill,78,Females,60
Bukit Merah,Alexandra Hill,79,Total,100
Bukit Merah,Alexandra Hill,79,Males,40
Bukit Merah,Alexandra Hill,79,Females,60
Bukit Merah,Alexandra Hill,80,Total,120
Bukit Merah,Alexandra Hill,80,Males,40
Bukit Merah,Alexandra Hill,80,Females,80
Bukit Merah,Alexandra Hill,81,Total,100
Bukit Merah,Alexandra Hill,81,Males,50
Bukit Merah,Alexandra Hill,81,Females,60
Bukit Merah,Alexandra Hill,82,Total,100
Bukit Merah,Alexandra Hill,82,Males,40
Bukit Merah,Alexandra Hill,82,Females,60
Bukit Merah,Alexandra Hill,83,Total,80
Bukit Merah,Alexandra Hill,83,Males,40
Bukit Merah,Alexandra Hill,83,Females,40
Bukit Merah,Alexandra Hill,84,Total,70
Bukit Merah,Alexandra Hill,84,Males,30
Bukit Merah,Alexandra Hill,84,Females,40
Bukit Merah,Alexandra Hill,85,Total,70
Bukit Merah,Alexandra Hill,85,Males,30
Bukit Merah,Alexandra Hill,85,Females,30
Bukit Merah,Alexandra Hill,86,Total,70
Bukit Merah,Alexandra Hill,86,Males,30
Bukit Merah,Alexandra Hill,86,Females,40
Bukit Merah,Alexandra Hill,87,Total,70
Bukit Merah,Alexandra Hill,87,Males,30
Bukit Merah,Alexandra Hill,87,Females,40
Bukit Merah,Alexandra Hill,88,Total,50
Bukit Merah,Alexandra Hill,88,Males,20
Bukit Merah,Alexandra Hill,88,Females,20
Bukit Merah,Alexandra Hill,89,Total,50
Bukit Merah,Alexandra Hill,89,Males,20
Bukit Merah,Alexandra Hill,89,Females,30
Bukit Merah,Alexandra Hill,90 & Over,Total,180
Bukit Merah,Alexandra Hill,90 & Over,Males,50
Bukit Merah,Alexandra Hill,90 & Over,Females,120
Bukit Merah,Alexandra North,Total,Total,"2,780"
Bukit Merah,Alexandra North,Total,Males,"1,290"
Bukit Merah,Alexandra North,Total,Females,"1,490"
Bukit Merah,Alexandra North,0,Total,20
Bukit Merah,Alexandra North,0,Males,20
Bukit Merah,Alexandra North,0,Females,10
Bukit Merah,Alexandra North,1,Total,30
Bukit Merah,Alexandra North,1,Males,20
Bukit Merah,Alexandra North,1,Females,20
Bukit Merah,Alexandra North,2,Total,30
Bukit Merah,Alexandra North,2,Males,20
Bukit Merah,Alexandra North,2,Females,20
Bukit Merah,Alexandra North,3,Total,30
Bukit Merah,Alexandra North,3,Males,10
Bukit Merah,Alexandra North,3,Females,20
Bukit Merah,Alexandra North,4,Total,50
Bukit Merah,Alexandra North,4,Males,20
Bukit Merah,Alexandra North,4,Females,20
Bukit Merah,Alexandra North,5,Total,30
Bukit Merah,Alexandra North,5,Males,20
Bukit Merah,Alexandra North,5,Females,10
Bukit Merah,Alexandra North,6,Total,40
Bukit Merah,Alexandra North,6,Males,20
Bukit Merah,Alexandra North,6,Females,20
Bukit Merah,Alexandra North,7,Total,40
Bukit Merah,Alexandra North,7,Males,20
Bukit Merah,Alexandra North,7,Females,20
Bukit Merah,Alexandra North,8,Total,50
Bukit Merah,Alexandra North,8,Males,20
Bukit Merah,Alexandra North,8,Females,20
Bukit Merah,Alexandra North,9,Total,40
Bukit Merah,Alexandra North,9,Males,20
Bukit Merah,Alexandra North,9,Females,20
Bukit Merah,Alexandra North,10,Total,30
Bukit Merah,Alexandra North,10,Males,10
Bukit Merah,Alexandra North,10,Females,20
Bukit Merah,Alexandra North,11,Total,40
Bukit Merah,Alexandra North,11,Males,20
Bukit Merah,Alexandra North,11,Females,20
Bukit Merah,Alexandra North,12,Total,40
Bukit Merah,Alexandra North,12,Males,20
Bukit Merah,Alexandra North,12,Females,20
Bukit Merah,Alexandra North,13,Total,40
Bukit Merah,Alexandra North,13,Males,20
Bukit Merah,Alexandra North,13,Females,20
Bukit Merah,Alexandra North,14,Total,30
Bukit Merah,Alexandra North,14,Males,20
Bukit Merah,Alexandra North,14,Females,10
Bukit Merah,Alexandra North,15,Total,30
Bukit Merah,Alexandra North,15,Males,10
Bukit Merah,Alexandra North,15,Females,20
Bukit Merah,Alexandra North,16,Total,30
Bukit Merah,Alexandra North,16,Males,10
Bukit Merah,Alexandra North,16,Females,20
Bukit Merah,Alexandra North,17,Total,20
Bukit Merah,Alexandra North,17,Males,10
Bukit Merah,Alexandra North,17,Females,10
Bukit Merah,Alexandra North,18,Total,20
Bukit Merah,Alexandra North,18,Males,10
Bukit Merah,Alexandra North,18,Females,10
Bukit Merah,Alexandra North,19,Total,20
Bukit Merah,Alexandra North,19,Males,10
Bukit Merah,Alexandra North,19,Females,10
Bukit Merah,Alexandra North,20,Total,30
Bukit Merah,Alexandra North,20,Males,20
Bukit Merah,Alexandra North,20,Females,10
Bukit Merah,Alexandra North,21,Total,30
Bukit Merah,Alexandra North,21,Males,10
Bukit Merah,Alexandra North,21,Females,20
Bukit Merah,Alexandra North,22,Total,10
Bukit Merah,Alexandra North,22,Males,-
Bukit Merah,Alexandra North,22,Females,10
Bukit Merah,Alexandra North,23,Total,20
Bukit Merah,Alexandra North,23,Males,10
Bukit Merah,Alexandra North,23,Females,10
Bukit Merah,Alexandra North,24,Total,20
Bukit Merah,Alexandra North,24,Males,10
Bukit Merah,Alexandra North,24,Females,10
Bukit Merah,Alexandra North,25,Total,20
Bukit Merah,Alexandra North,25,Males,10
Bukit Merah,Alexandra North,25,Females,10
Bukit Merah,Alexandra North,26,Total,20
Bukit Merah,Alexandra North,26,Males,10
Bukit Merah,Alexandra North,26,Females,20
Bukit Merah,Alexandra North,27,Total,40
Bukit Merah,Alexandra North,27,Males,20
Bukit Merah,Alexandra North,27,Females,20
Bukit Merah,Alexandra North,28,Total,30
Bukit Merah,Alexandra North,28,Males,10
Bukit Merah,Alexandra North,28,Females,10
Bukit Merah,Alexandra North,29,Total,30
Bukit Merah,Alexandra North,29,Males,10
Bukit Merah,Alexandra North,29,Females,20
Bukit Merah,Alexandra North,30,Total,40
Bukit Merah,Alexandra North,30,Males,20
Bukit Merah,Alexandra North,30,Females,20
Bukit Merah,Alexandra North,31,Total,40
Bukit Merah,Alexandra North,31,Males,20
Bukit Merah,Alexandra North,31,Females,20
Bukit Merah,Alexandra North,32,Total,60
Bukit Merah,Alexandra North,32,Males,30
Bukit Merah,Alexandra North,32,Females,30
Bukit Merah,Alexandra North,33,Total,70
Bukit Merah,Alexandra North,33,Males,30
Bukit Merah,Alexandra North,33,Females,40
Bukit Merah,Alexandra North,34,Total,50
Bukit Merah,Alexandra North,34,Males,20
Bukit Merah,Alexandra North,34,Females,30
Bukit Merah,Alexandra North,35,Total,40
Bukit Merah,Alexandra North,35,Males,10
Bukit Merah,Alexandra North,35,Females,30
Bukit Merah,Alexandra North,36,Total,70
Bukit Merah,Alexandra North,36,Males,40
Bukit Merah,Alexandra North,36,Females,30
Bukit Merah,Alexandra North,37,Total,70
Bukit Merah,Alexandra North,37,Males,20
Bukit Merah,Alexandra North,37,Females,50
Bukit Merah,Alexandra North,38,Total,80
Bukit Merah,Alexandra North,38,Males,40
Bukit Merah,Alexandra North,38,Females,40
Bukit Merah,Alexandra North,39,Total,70
Bukit Merah,Alexandra North,39,Males,30
Bukit Merah,Alexandra North,39,Females,50
Bukit Merah,Alexandra North,40,Total,60
Bukit Merah,Alexandra North,40,Males,30
Bukit Merah,Alexandra North,40,Females,30
Bukit Merah,Alexandra North,41,Total,80
Bukit Merah,Alexandra North,41,Males,30
Bukit Merah,Alexandra North,41,Females,40
Bukit Merah,Alexandra North,42,Total,80
Bukit Merah,Alexandra North,42,Males,40
Bukit Merah,Alexandra North,42,Females,40
Bukit Merah,Alexandra North,43,Total,50
Bukit Merah,Alexandra North,43,Males,30
Bukit Merah,Alexandra North,43,Females,20
Bukit Merah,Alexandra North,44,Total,90
Bukit Merah,Alexandra North,44,Males,40
Bukit Merah,Alexandra North,44,Females,50
Bukit Merah,Alexandra North,45,Total,60
Bukit Merah,Alexandra North,45,Males,30
Bukit Merah,Alexandra North,45,Females,20
Bukit Merah,Alexandra North,46,Total,60
Bukit Merah,Alexandra North,46,Males,30
Bukit Merah,Alexandra North,46,Females,30
Bukit Merah,Alexandra North,47,Total,80
Bukit Merah,Alexandra North,47,Males,40
Bukit Merah,Alexandra North,47,Females,40
Bukit Merah,Alexandra North,48,Total,70
Bukit Merah,Alexandra North,48,Males,30
Bukit Merah,Alexandra North,48,Females,40
Bukit Merah,Alexandra North,49,Total,60
Bukit Merah,Alexandra North,49,Males,40
Bukit Merah,Alexandra North,49,Females,20
Bukit Merah,Alexandra North,50,Total,50
Bukit Merah,Alexandra North,50,Males,20
Bukit Merah,Alexandra North,50,Females,30
Bukit Merah,Alexandra North,51,Total,50
Bukit Merah,Alexandra North,51,Males,20
Bukit Merah,Alexandra North,51,Females,30
Bukit Merah,Alexandra North,52,Total,40
Bukit Merah,Alexandra North,52,Males,20
Bukit Merah,Alexandra North,52,Females,20
Bukit Merah,Alexandra North,53,Total,40
Bukit Merah,Alexandra North,53,Males,20
Bukit Merah,Alexandra North,53,Females,20
Bukit Merah,Alexandra North,54,Total,40
Bukit Merah,Alexandra North,54,Males,20
Bukit Merah,Alexandra North,54,Females,20
Bukit Merah,Alexandra North,55,Total,30
Bukit Merah,Alexandra North,55,Males,20
Bukit Merah,Alexandra North,55,Females,10
Bukit Merah,Alexandra North,56,Total,30
Bukit Merah,Alexandra North,56,Males,10
Bukit Merah,Alexandra North,56,Females,20
Bukit Merah,Alexandra North,57,Total,20
Bukit Merah,Alexandra North,57,Males,10
Bukit Merah,Alexandra North,57,Females,10
Bukit Merah,Alexandra North,58,Total,30
Bukit Merah,Alexandra North,58,Males,20
Bukit Merah,Alexandra North,58,Females,20
Bukit Merah,Alexandra North,59,Total,20
Bukit Merah,Alexandra North,59,Males,10
Bukit Merah,Alexandra North,59,Females,10
Bukit Merah,Alexandra North,60,Total,20
Bukit Merah,Alexandra North,60,Males,10
Bukit Merah,Alexandra North,60,Females,10
Bukit Merah,Alexandra North,61,Total,20
Bukit Merah,Alexandra North,61,Males,10
Bukit Merah,Alexandra North,61,Females,10
Bukit Merah,Alexandra North,62,Total,20
Bukit Merah,Alexandra North,62,Males,-
Bukit Merah,Alexandra North,62,Females,10
Bukit Merah,Alexandra North,63,Total,10
Bukit Merah,Alexandra North,63,Males,10
Bukit Merah,Alexandra North,63,Females,10
Bukit Merah,Alexandra North,64,Total,20
Bukit Merah,Alexandra North,64,Males,10
Bukit Merah,Alexandra North,64,Females,20
Bukit Merah,Alexandra North,65,Total,30
Bukit Merah,Alexandra North,65,Males,10
Bukit Merah,Alexandra North,65,Females,10
Bukit Merah,Alexandra North,66,Total,20
Bukit Merah,Alexandra North,66,Males,10
Bukit Merah,Alexandra North,66,Females,10
Bukit Merah,Alexandra North,67,Total,10
Bukit Merah,Alexandra North,67,Males,10
Bukit Merah,Alexandra North,67,Females,10
Bukit Merah,Alexandra North,68,Total,20
Bukit Merah,Alexandra North,68,Males,10
Bukit Merah,Alexandra North,68,Females,10
Bukit Merah,Alexandra North,69,Total,10
Bukit Merah,Alexandra North,69,Males,-
Bukit Merah,Alexandra North,69,Females,-
Bukit Merah,Alexandra North,70,Total,10
Bukit Merah,Alexandra North,70,Males,10
Bukit Merah,Alexandra North,70,Females,10
Bukit Merah,Alexandra North,71,Total,10
Bukit Merah,Alexandra North,71,Males,-
Bukit Merah,Alexandra North,71,Females,10
Bukit Merah,Alexandra North,72,Total,10
Bukit Merah,Alexandra North,72,Males,-
Bukit Merah,Alexandra North,72,Females,-
Bukit Merah,Alexandra North,73,Total,10
Bukit Merah,Alexandra North,73,Males,-
Bukit Merah,Alexandra North,73,Females,10
Bukit Merah,Alexandra North,74,Total,10
Bukit Merah,Alexandra North,74,Males,-
Bukit Merah,Alexandra North,74,Females,10
Bukit Merah,Alexandra North,75,Total,10
Bukit Merah,Alexandra North,75,Males,-
Bukit Merah,Alexandra North,75,Females,-
Bukit Merah,Alexandra North,76,Total,10
Bukit Merah,Alexandra North,76,Males,10
Bukit Merah,Alexandra North,76,Females,-
Bukit Merah,Alexandra North,77,Total,10
Bukit Merah,Alexandra North,77,Males,-
Bukit Merah,Alexandra North,77,Females,10
Bukit Merah,Alexandra North,78,Total,-
Bukit Merah,Alexandra North,78,Males,-
Bukit Merah,Alexandra North,78,Females,-
Bukit Merah,Alexandra North,79,Total,-
Bukit Merah,Alexandra North,79,Males,-
Bukit Merah,Alexandra North,79,Females,-
Bukit Merah,Alexandra North,80,Total,-
Bukit Merah,Alexandra North,80,Males,-
Bukit Merah,Alexandra North,80,Females,-
Bukit Merah,Alexandra North,81,Total,-
Bukit Merah,Alexandra North,81,Males,-
Bukit Merah,Alexandra North,81,Females,-
Bukit Merah,Alexandra North,82,Total,10
Bukit Merah,Alexandra North,82,Males,-
Bukit Merah,Alexandra North,82,Females,-
Bukit Merah,Alexandra North,83,Total,-
Bukit Merah,Alexandra North,83,Males,-
Bukit Merah,Alexandra North,83,Females,-
Bukit Merah,Alexandra North,84,Total,-
Bukit Merah,Alexandra North,84,Males,-
Bukit Merah,Alexandra North,84,Females,-
Bukit Merah,Alexandra North,85,Total,-
Bukit Merah,Alexandra North,85,Males,-
Bukit Merah,Alexandra North,85,Females,-
Bukit Merah,Alexandra North,86,Total,-
Bukit Merah,Alexandra North,86,Males,-
Bukit Merah,Alexandra North,86,Females,-
Bukit Merah,Alexandra North,87,Total,-
Bukit Merah,Alexandra North,87,Males,-
Bukit Merah,Alexandra North,87,Females,-
Bukit Merah,Alexandra North,88,Total,-
Bukit Merah,Alexandra North,88,Males,-
Bukit Merah,Alexandra North,88,Females,-
Bukit Merah,Alexandra North,89,Total,-
Bukit Merah,Alexandra North,89,Males,-
Bukit Merah,Alexandra North,89,Females,-
Bukit Merah,Alexandra North,90 & Over,Total,-
Bukit Merah,Alexandra North,90 & Over,Males,-
Bukit Merah,Alexandra North,90 & Over,Females,-
Bukit Merah,Bukit Ho Swee,Total,Total,"14,000"
Bukit Merah,Bukit Ho Swee,Total,Males,"6,870"
Bukit Merah,Bukit Ho Swee,Total,Females,"7,130"
Bukit Merah,Bukit Ho Swee,0,Total,70
Bukit Merah,Bukit Ho Swee,0,Males,30
Bukit Merah,Bukit Ho Swee,0,Females,40
Bukit Merah,Bukit Ho Swee,1,Total,100
Bukit Merah,Bukit Ho Swee,1,Males,40
Bukit Merah,Bukit Ho Swee,1,Females,60
Bukit Merah,Bukit Ho Swee,2,Total,90
Bukit Merah,Bukit Ho Swee,2,Males,50
Bukit Merah,Bukit Ho Swee,2,Females,40
Bukit Merah,Bukit Ho Swee,3,Total,90
Bukit Merah,Bukit Ho Swee,3,Males,50
Bukit Merah,Bukit Ho Swee,3,Females,50
Bukit Merah,Bukit Ho Swee,4,Total,100
Bukit Merah,Bukit Ho Swee,4,Males,40
Bukit Merah,Bukit Ho Swee,4,Females,60
Bukit Merah,Bukit Ho Swee,5,Total,100
Bukit Merah,Bukit Ho Swee,5,Males,50
Bukit Merah,Bukit Ho Swee,5,Females,50
Bukit Merah,Bukit Ho Swee,6,Total,110
Bukit Merah,Bukit Ho Swee,6,Males,60
Bukit Merah,Bukit Ho Swee,6,Females,50
Bukit Merah,Bukit Ho Swee,7,Total,100
Bukit Merah,Bukit Ho Swee,7,Males,50
Bukit Merah,Bukit Ho Swee,7,Females,50
Bukit Merah,Bukit Ho Swee,8,Total,100
Bukit Merah,Bukit Ho Swee,8,Males,50
Bukit Merah,Bukit Ho Swee,8,Females,60
Bukit Merah,Bukit Ho Swee,9,Total,110
Bukit Merah,Bukit Ho Swee,9,Males,60
Bukit Merah,Bukit Ho Swee,9,Females,50
Bukit Merah,Bukit Ho Swee,10,Total,110
Bukit Merah,Bukit Ho Swee,10,Males,60
Bukit Merah,Bukit Ho Swee,10,Females,50
Bukit Merah,Bukit Ho Swee,11,Total,110
Bukit Merah,Bukit Ho Swee,11,Males,60
Bukit Merah,Bukit Ho Swee,11,Females,50
Bukit Merah,Bukit Ho Swee,12,Total,120
Bukit Merah,Bukit Ho Swee,12,Males,60
Bukit Merah,Bukit Ho Swee,12,Females,50
Bukit Merah,Bukit Ho Swee,13,Total,100
Bukit Merah,Bukit Ho Swee,13,Males,50
Bukit Merah,Bukit Ho Swee,13,Females,40
Bukit Merah,Bukit Ho Swee,14,Total,120
Bukit Merah,Bukit Ho Swee,14,Males,60
Bukit Merah,Bukit Ho Swee,14,Females,60
Bukit Merah,Bukit Ho Swee,15,Total,90
Bukit Merah,Bukit Ho Swee,15,Males,50
Bukit Merah,Bukit Ho Swee,15,Females,40
Bukit Merah,Bukit Ho Swee,16,Total,80
Bukit Merah,Bukit Ho Swee,16,Males,40
Bukit Merah,Bukit Ho Swee,16,Females,40
Bukit Merah,Bukit Ho Swee,17,Total,90
Bukit Merah,Bukit Ho Swee,17,Males,50
Bukit Merah,Bukit Ho Swee,17,Females,40
Bukit Merah,Bukit Ho Swee,18,Total,90
Bukit Merah,Bukit Ho Swee,18,Males,50
Bukit Merah,Bukit Ho Swee,18,Females,40
Bukit Merah,Bukit Ho Swee,19,Total,110
Bukit Merah,Bukit Ho Swee,19,Males,60
Bukit Merah,Bukit Ho Swee,19,Females,60
Bukit Merah,Bukit Ho Swee,20,Total,110
Bukit Merah,Bukit Ho Swee,20,Males,60
Bukit Merah,Bukit Ho Swee,20,Females,50
Bukit Merah,Bukit Ho Swee,21,Total,110
Bukit Merah,Bukit Ho Swee,21,Males,60
Bukit Merah,Bukit Ho Swee,21,Females,50
Bukit Merah,Bukit Ho Swee,22,Total,120
Bukit Merah,Bukit Ho Swee,22,Males,60
Bukit Merah,Bukit Ho Swee,22,Females,60
Bukit Merah,Bukit Ho Swee,23,Total,120
Bukit Merah,Bukit Ho Swee,23,Males,60
Bukit Merah,Bukit Ho Swee,23,Females,60
Bukit Merah,Bukit Ho Swee,24,Total,130
Bukit Merah,Bukit Ho Swee,24,Males,60
Bukit Merah,Bukit Ho Swee,24,Females,70
Bukit Merah,Bukit Ho Swee,25,Total,140
Bukit Merah,Bukit Ho Swee,25,Males,60
Bukit Merah,Bukit Ho Swee,25,Females,80
Bukit Merah,Bukit Ho Swee,26,Total,160
Bukit Merah,Bukit Ho Swee,26,Males,80
Bukit Merah,Bukit Ho Swee,26,Females,80
Bukit Merah,Bukit Ho Swee,27,Total,170
Bukit Merah,Bukit Ho Swee,27,Males,80
Bukit Merah,Bukit Ho Swee,27,Females,80
Bukit Merah,Bukit Ho Swee,28,Total,160
Bukit Merah,Bukit Ho Swee,28,Males,80
Bukit Merah,Bukit Ho Swee,28,Females,80
Bukit Merah,Bukit Ho Swee,29,Total,190
Bukit Merah,Bukit Ho Swee,29,Males,90
Bukit Merah,Bukit Ho Swee,29,Females,100
Bukit Merah,Bukit Ho Swee,30,Total,190
Bukit Merah,Bukit Ho Swee,30,Males,100
Bukit Merah,Bukit Ho Swee,30,Females,90
Bukit Merah,Bukit Ho Swee,31,Total,170
Bukit Merah,Bukit Ho Swee,31,Males,70
Bukit Merah,Bukit Ho Swee,31,Females,100
Bukit Merah,Bukit Ho Swee,32,Total,210
Bukit Merah,Bukit Ho Swee,32,Males,100
Bukit Merah,Bukit Ho Swee,32,Females,120
Bukit Merah,Bukit Ho Swee,33,Total,180
Bukit Merah,Bukit Ho Swee,33,Males,90
Bukit Merah,Bukit Ho Swee,33,Females,90
Bukit Merah,Bukit Ho Swee,34,Total,160
Bukit Merah,Bukit Ho Swee,34,Males,80
Bukit Merah,Bukit Ho Swee,34,Females,80
Bukit Merah,Bukit Ho Swee,35,Total,170
Bukit Merah,Bukit Ho Swee,35,Males,80
Bukit Merah,Bukit Ho Swee,35,Females,90
Bukit Merah,Bukit Ho Swee,36,Total,180
Bukit Merah,Bukit Ho Swee,36,Males,80
Bukit Merah,Bukit Ho Swee,36,Females,90
Bukit Merah,Bukit Ho Swee,37,Total,180
Bukit Merah,Bukit Ho Swee,37,Males,90
Bukit Merah,Bukit Ho Swee,37,Females,90
Bukit Merah,Bukit Ho Swee,38,Total,200
Bukit Merah,Bukit Ho Swee,38,Males,100
Bukit Merah,Bukit Ho Swee,38,Females,100
Bukit Merah,Bukit Ho Swee,39,Total,200
Bukit Merah,Bukit Ho Swee,39,Males,100
Bukit Merah,Bukit Ho Swee,39,Females,110
Bukit Merah,Bukit Ho Swee,40,Total,200
Bukit Merah,Bukit Ho Swee,40,Males,90
Bukit Merah,Bukit Ho Swee,40,Females,110
Bukit Merah,Bukit Ho Swee,41,Total,200
Bukit Merah,Bukit Ho Swee,41,Males,90
Bukit Merah,Bukit Ho Swee,41,Females,110
Bukit Merah,Bukit Ho Swee,42,Total,190
Bukit Merah,Bukit Ho Swee,42,Males,100
Bukit Merah,Bukit Ho Swee,42,Females,90
Bukit Merah,Bukit Ho Swee,43,Total,180
Bukit Merah,Bukit Ho Swee,43,Males,100
Bukit Merah,Bukit Ho Swee,43,Females,90
Bukit Merah,Bukit Ho Swee,44,Total,170
Bukit Merah,Bukit Ho Swee,44,Males,70
Bukit Merah,Bukit Ho Swee,44,Females,100
Bukit Merah,Bukit Ho Swee,45,Total,160
Bukit Merah,Bukit Ho Swee,45,Males,90
Bukit Merah,Bukit Ho Swee,45,Females,70
Bukit Merah,Bukit Ho Swee,46,Total,190
Bukit Merah,Bukit Ho Swee,46,Males,110
Bukit Merah,Bukit Ho Swee,46,Females,90
Bukit Merah,Bukit Ho Swee,47,Total,220
Bukit Merah,Bukit Ho Swee,47,Males,110
Bukit Merah,Bukit Ho Swee,47,Females,110
Bukit Merah,Bukit Ho Swee,48,Total,190
Bukit Merah,Bukit Ho Swee,48,Males,90
Bukit Merah,Bukit Ho Swee,48,Females,100
Bukit Merah,Bukit Ho Swee,49,Total,190
Bukit Merah,Bukit Ho Swee,49,Males,100
Bukit Merah,Bukit Ho Swee,49,Females,90
Bukit Merah,Bukit Ho Swee,50,Total,170
Bukit Merah,Bukit Ho Swee,50,Males,80
Bukit Merah,Bukit Ho Swee,50,Females,90
Bukit Merah,Bukit Ho Swee,51,Total,170
Bukit Merah,Bukit Ho Swee,51,Males,80
Bukit Merah,Bukit Ho Swee,51,Females,90
Bukit Merah,Bukit Ho Swee,52,Total,140
Bukit Merah,Bukit Ho Swee,52,Males,80
Bukit Merah,Bukit Ho Swee,52,Females,60
Bukit Merah,Bukit Ho Swee,53,Total,210
Bukit Merah,Bukit Ho Swee,53,Males,110
Bukit Merah,Bukit Ho Swee,53,Females,100
Bukit Merah,Bukit Ho Swee,54,Total,210
Bukit Merah,Bukit Ho Swee,54,Males,110
Bukit Merah,Bukit Ho Swee,54,Females,100
Bukit Merah,Bukit Ho Swee,55,Total,210
Bukit Merah,Bukit Ho Swee,55,Males,110
Bukit Merah,Bukit Ho Swee,55,Females,100
Bukit Merah,Bukit Ho Swee,56,Total,200
Bukit Merah,Bukit Ho Swee,56,Males,120
Bukit Merah,Bukit Ho Swee,56,Females,80
Bukit Merah,Bukit Ho Swee,57,Total,230
Bukit Merah,Bukit Ho Swee,57,Males,110
Bukit Merah,Bukit Ho Swee,57,Females,120
Bukit Merah,Bukit Ho Swee,58,Total,230
Bukit Merah,Bukit Ho Swee,58,Males,130
Bukit Merah,Bukit Ho Swee,58,Females,110
Bukit Merah,Bukit Ho Swee,59,Total,230
Bukit Merah,Bukit Ho Swee,59,Males,120
Bukit Merah,Bukit Ho Swee,59,Females,120
Bukit Merah,Bukit Ho Swee,60,Total,210
Bukit Merah,Bukit Ho Swee,60,Males,110
Bukit Merah,Bukit Ho Swee,60,Females,110
Bukit Merah,Bukit Ho Swee,61,Total,230
Bukit Merah,Bukit Ho Swee,61,Males,130
Bukit Merah,Bukit Ho Swee,61,Females,100
Bukit Merah,Bukit Ho Swee,62,Total,260
Bukit Merah,Bukit Ho Swee,62,Males,140
Bukit Merah,Bukit Ho Swee,62,Females,130
Bukit Merah,Bukit Ho Swee,63,Total,260
Bukit Merah,Bukit Ho Swee,63,Males,140
Bukit Merah,Bukit Ho Swee,63,Females,120
Bukit Merah,Bukit Ho Swee,64,Total,240
Bukit Merah,Bukit Ho Swee,64,Males,130
Bukit Merah,Bukit Ho Swee,64,Females,120
Bukit Merah,Bukit Ho Swee,65,Total,240
Bukit Merah,Bukit Ho Swee,65,Males,120
Bukit Merah,Bukit Ho Swee,65,Females,130
Bukit Merah,Bukit Ho Swee,66,Total,230
Bukit Merah,Bukit Ho Swee,66,Males,130
Bukit Merah,Bukit Ho Swee,66,Females,110
Bukit Merah,Bukit Ho Swee,67,Total,210
Bukit Merah,Bukit Ho Swee,67,Males,110
Bukit Merah,Bukit Ho Swee,67,Females,100
Bukit Merah,Bukit Ho Swee,68,Total,210
Bukit Merah,Bukit Ho Swee,68,Males,110
Bukit Merah,Bukit Ho Swee,68,Females,110
Bukit Merah,Bukit Ho Swee,69,Total,230
Bukit Merah,Bukit Ho Swee,69,Males,110
Bukit Merah,Bukit Ho Swee,69,Females,110
Bukit Merah,Bukit Ho Swee,70,Total,210
Bukit Merah,Bukit Ho Swee,70,Males,90
Bukit Merah,Bukit Ho Swee,70,Females,110
Bukit Merah,Bukit Ho Swee,71,Total,200
Bukit Merah,Bukit Ho Swee,71,Males,90
Bukit Merah,Bukit Ho Swee,71,Females,110
